2021-06-15 20:00:01 | /errorHandler.js(30) | EU3RZAj67fcwMCryZtdkwC7C6pCCYu8F | [info] | IP - 10.0.4.121 | clientIP - 10.0.4.121 | URL : http://apis.mdnius.com/api/v1/public/getSlots | POST | Request : {"date":"2021-06-21","clinicId":"609be7f8f132c1001fb007c4"}
2021-06-15 20:42:51 | /errorHandler.js(30) | NgvFmHkULYCtD23EGP1TkAXjmwznk6xa | [info] | IP - 10.0.3.157 | clientIP - 10.0.3.157 | URL : http://apis.mdnius.com/api/v1/public/getSlots | POST | Request : {"date":"2021-06-28","clinicId":"609be7f8f132c1001fb007c4"}
2021-06-15 20:42:51 | /errorHandler.js(30) | tKcPo6P9diFZ8kqorpiknrLzCz8Ca6I3 | [info] | IP - 10.0.3.157 | clientIP - 10.0.3.157 | URL : http://apis.mdnius.com/api/v1/public/getSlots | POST | Request : {"date":"2021-07-04","clinicId":"609be7f8f132c1001fb007c4"}
2021-06-15 20:42:52 | /errorHandler.js(30) | KpsEs6fROe1cLsE5IcOL44ecLsrtrYCK | [info] | IP - 10.0.4.121 | clientIP - 10.0.4.121 | URL : http://apis.mdnius.com/api/v1/public/getSlots | POST | Request : {"date":"2021-07-14","clinicId":"609be7f8f132c1001fb007c4"}
2021-06-15 20:42:53 | /errorHandler.js(30) | WKBwFxy6X4rMLNFLGK5RCaiwDyleF2hX | [info] | IP - 10.0.4.135 | clientIP - 10.0.4.135 | URL : http://apis.mdnius.com/api/v1/public/getSlots | POST | Request : {"date":"2021-06-28","clinicId":"609be7f8f132c1001fb007c4"}
2021-06-15 20:42:54 | /errorHandler.js(30) | ZEzV9u7RZetjIyJ1AusagQxaKkHJrXd5 | [info] | IP - 10.0.4.135 | clientIP - 10.0.4.135 | URL : http://apis.mdnius.com/api/v1/public/getSlots | POST | Request : {"date":"2021-07-03","clinicId":"609be7f8f132c1001fb007c4"}
2021-06-15 20:42:54 | /errorHandler.js(30) | e8ETxVuVQPcqBr60SZQVwAgA5pbdbM6I | [info] | IP - 10.0.4.121 | clientIP - 10.0.4.121 | URL : http://apis.mdnius.com/api/v1/public/getSlots | POST | Request : {"date":"2021-07-07","clinicId":"609be7f8f132c1001fb007c4"}
2021-06-15 20:42:55 | /errorHandler.js(30) | QWWZT9l5EFS77fwVfo4ZWITfcQ783ezO | [info] | IP - 10.0.4.135 | clientIP - 10.0.4.135 | URL : http://apis.mdnius.com/api/v1/public/addPatient | POST | Request : {"date":"2021-06-16","firstName":"manisha","lastName":"chudasama","ohip":"2693951358NA","mobileNumber":"6479146903","clinicId":"609be7f8f132c1001fb007c4","slot":{"timeSlotStart":"1:00 PM","timeSlotEnd":"1:30 PM"},"screeningResult":"low","dob":"1965-01-19","gender":"Female","email":"chudasamam444@gmail.com","assessbydoctor":"Pending","callback":"Pending","checkout":"Pending","results":"Pending","screeningAnswers":[],"address":"42 BELLEVILLE DRIVE, BRAMPTON, ONTARIO","postalcode":"L6P1V5","reasonCode":"Dose 1","referenceOutbreakNumber":"000000000000","age":56,"location":"Embassy Grand Vaccination"}
2021-06-15 20:42:56 | /errorHandler.js(30) | 7rR7bNg5MpgtJMRS1Hru9d8XtCTEkiCi | [info] | IP - ::ffff:10.0.3.157 | clientIP - ::ffff:10.0.3.157 | URL : http://10.0.3.210:2001/health | GET | Request : {}
2021-06-15 20:42:56 | /errorHandler.js(30) | 7rR7bNg5MpgtJMRS1Hru9d8XtCTEkiCi | [info] | IP - 10.0.4.135 | clientIP - 10.0.4.135 | URL : http://apis.mdnius.com/api/v1/public/getSlots | POST | Request : {"date":"2021-07-05","clinicId":"609be7f8f132c1001fb007c4"}
2021-06-15 20:42:56 | /errorHandler.js(30) | fPRNBHTQ1pCHExNAQYBSeSYzxI9umcRh | [info] | IP - 10.0.4.121 | clientIP - 10.0.4.121 | URL : http://apis.mdnius.com/api/v1/public/getSlots | POST | Request : {"date":"2021-06-17","clinicId":"609be7f8f132c1001fb007c4"}
2021-06-15 20:42:57 | /errorHandler.js(30) | OfiKfmz82wsqHkmnqn4IASMfjJ8v53TZ | [info] | IP - 10.0.3.157 | clientIP - 10.0.3.157 | URL : http://apis.mdnius.com/api/v1/public/getSlots | POST | Request : {"date":"2021-07-07","clinicId":"609be7f8f132c1001fb007c4"}
2021-06-15 20:42:58 | /errorHandler.js(30) | tuB751Vl1yNqCSD905gY3fryP1SBnQz4 | [info] | IP - 10.0.3.157 | clientIP - 10.0.3.157 | URL : http://apis.mdnius.com/api/v1/public/addPatient | POST | Request : {"date":"2021-06-16","firstName":"Avinash Reddy","lastName":"Vinta","ohip":"2015960897MK","mobileNumber":"4164562788","clinicId":"609be7f8f132c1001fb007c4","slot":{"timeSlotStart":"3:30 PM","timeSlotEnd":"4:00 PM"},"screeningResult":"low","dob":"2003-12-05","gender":"Male","email":"pratapreddyv@gmail.com","assessbydoctor":"Pending","callback":"Pending","checkout":"Pending","results":"Pending","address":"1420 Granrock crescent","postalcode":"L5V0e1","reasonCode":"Dose 1","referenceOutbreakNumber":"000000000000","age":17,"location":"Embassy Grand Vaccination","status":1,"createdAt":"2021-06-15 20:42:58","updatedAt":"2021-06-15 20:42:58","bookedDateTime":1623857400000,"bookingDate":"2021-06-16","_id":"60c94912e5d1c2001f632c04","clinicEmailId":"clinic@gmail.com","clinicPhoneNumber":"9053667374","clinicAddress":"8800 The Gore Road","clinicCity":"Brampton","bookingId":"60c94912e5d1c2001f632c04","appoinmentModifyLink":"https://booking.mdnius.com/embassygrandvaccination/schedule/60c94912e5d1c2001f632c04","smsMessage":"Please note, you have read and CONFIRMED the ELIGIBILITY CRITERIA at the time of booking.  After review the clinic may refuse your vaccination if you do not meet that criteria.\n\nPlease read below on information about your appointment and instructions on how to RESCHEDULE or CANCEL too allows others to book. \n\nPlease make sure to arrive 5 minutes prior to your scheduled appointment. Bring your OHIP card (Ontario Health Insurance Plan), if you have one. Keep our community safe by wearing a face mask and practice social distancing.\n\nFeeling unwell or have any concerns about your HEALTH?\nBook a FREE virtual appointment with a FAMILY DOCTOR, available in a language of your choice.\nCall 416-463-6487.\n\nOr\n\nDownload the free MDnius app . Please see the link below:\nAndroid: https://goo.gl/0SARXp\niPhone: https://goo.gl/jr0hNh","messageType":"CONFIRMATION_MESSAGE","iphone":"","android":"","emailMessage":"Please make sure to arrive 5 minutes prior to your scheduled appointment. We have very large volumes, please expect some minor delays.  Bring your OHIP card (Ontario Health Insurance Plan), if you have one. Keep our community safe by wearing a face mask and practice social distancing.\n\nFeeling unwell or have any concerns about your HEALTH?\nBook a FREE virtual appointment with a FAMILY DOCTOR, available in a language of your choice.\nCall 416-463-6487.\n\nOr\n\nDownload the free MDnius app . Please see the link below:\nAndroid: https://goo.gl/0SARXp\niPhone: https://goo.gl/jr0hNh"}
2021-06-15 20:42:58 | /errorHandler.js(30) | q6UigTyg8d3E0nVhejf3wRtmwUC3aBge | [info] | IP - 10.0.4.121 | clientIP - 10.0.4.121 | URL : http://apis.mdnius.com/api/v1/public/getSlots | POST | Request : {"date":"2021-07-06","clinicId":"609be7f8f132c1001fb007c4"}
2021-06-15 20:42:59 | /errorHandler.js(30) | Q32iBbLG0rjPS1LEG0YPeJyTL6MG6zbP | [info] | IP - 10.0.4.135 | clientIP - 10.0.4.135 | URL : http://apis.mdnius.com/api/v1/public/getSlots | POST | Request : {"date":"2021-07-07","clinicId":"609be7f8f132c1001fb007c4"}
2021-06-15 20:43:00 | /errorHandler.js(30) | u9XhO0mHkmlxurQZaVrL4RhwJKBLE6Rw | [info] | IP - 10.0.3.157 | clientIP - 10.0.3.157 | URL : http://apis.mdnius.com/api/v1/public/getSlots | POST | Request : {"date":"2021-07-07","clinicId":"609be7f8f132c1001fb007c4"}
2021-06-15 20:43:00 | /errorHandler.js(30) | 2ozLH0Gn62HevXsH5ehI9h58w0qZLxOu | [info] | IP - 10.0.4.121 | clientIP - 10.0.4.121 | URL : http://apis.mdnius.com/api/v1/public/getSlots | POST | Request : {"date":"2021-06-23","clinicId":"609be7f8f132c1001fb007c4"}
2021-06-15 20:43:02 | /errorHandler.js(30) | XC9QhMUS6qCpD0yWW1FFKMGTvLTcTGI6 | [info] | IP - 10.0.3.157 | clientIP - 10.0.3.157 | URL : http://apis.mdnius.com/api/v1/public/getSlots | POST | Request : {"date":"2021-07-08","clinicId":"609be7f8f132c1001fb007c4"}
2021-06-15 20:43:03 | /errorHandler.js(30) | LYakV96eIXGFy4F4yjWBKHtjXu5MuWrz | [info] | IP - 10.0.4.121 | clientIP - 10.0.4.121 | URL : http://apis.mdnius.com/api/v1/public/getSlots | POST | Request : {"date":"2021-06-16","clinicId":"609be7f8f132c1001fb007c4"}
2021-06-15 20:43:03 | /errorHandler.js(30) | LYakV96eIXGFy4F4yjWBKHtjXu5MuWrz | [info] | IP - 10.0.3.157 | clientIP - 10.0.3.157 | URL : http://apis.mdnius.com/api/v1/public/getSlots | POST | Request : {"date":"2021-06-16","clinicId":"609be7f8f132c1001fb007c4"}
2021-06-15 20:43:03 | /errorHandler.js(30) | JwbhfUKUI2TNtNvXUjQVqu0HKsuR1yQb | [info] | IP - 10.0.4.135 | clientIP - 10.0.4.135 | URL : http://apis.mdnius.com/api/v1/public/getSlots | POST | Request : {"date":"2021-06-27","clinicId":"609be7f8f132c1001fb007c4"}
2021-06-15 20:43:04 | /errorHandler.js(30) | 9QZj1Lkejk1DwCMHTfJd0tRzDdm68KbO | [info] | IP - ::ffff:10.0.3.157 | clientIP - ::ffff:10.0.3.157 | URL : http://10.0.3.210:2001/health | GET | Request : {}
2021-06-15 20:43:05 | /errorHandler.js(30) | he6sb2mm4HNfJHb7pW2ZbygyVK59KGhJ | [info] | IP - 10.0.3.157 | clientIP - 10.0.3.157 | URL : http://apis.mdnius.com/api/v1/public/getSlots | POST | Request : {"date":"2021-06-17","clinicId":"609be7f8f132c1001fb007c4"}
2021-06-15 20:43:06 | /errorHandler.js(30) | 9Y7dFaJAbJJLoBeqsMefrtHrbKODJDLI | [info] | IP - 10.0.4.135 | clientIP - 10.0.4.135 | URL : http://apis.mdnius.com/api/v1/public/getSlots | POST | Request : {"date":"2021-06-26","clinicId":"609be7f8f132c1001fb007c4"}
2021-06-15 20:43:07 | /errorHandler.js(30) | aISwJnxr94h7Ykn2qiDfvHHvDqELfbs9 | [info] | IP - 10.0.4.135 | clientIP - 10.0.4.135 | URL : http://apis.mdnius.com/api/v1/public/getSlots | POST | Request : {"date":"2021-06-29","clinicId":"609be7f8f132c1001fb007c4"}
2021-06-15 20:43:08 | /errorHandler.js(30) | zgWJDQdqdAtKtmUPcjqOAOumkv1dmyN0 | [info] | IP - 10.0.4.135 | clientIP - 10.0.4.135 | URL : http://apis.mdnius.com/api/v1/public/getSlots | POST | Request : {"date":"2021-07-04","clinicId":"609be7f8f132c1001fb007c4"}
2021-06-15 20:43:11 | /errorHandler.js(30) | OoLMsFnBQMXEqqreRJxndPDsz6drXSjM | [info] | IP - 10.0.4.135 | clientIP - 10.0.4.135 | URL : http://apis.mdnius.com/api/v1/public/getSlots | POST | Request : {"date":"2021-07-05","clinicId":"609be7f8f132c1001fb007c4"}
2021-06-15 20:43:11 | /errorHandler.js(30) | 8v0ROmFSIsSxnrvuCc5sR2kLIg187IfI | [info] | IP - 10.0.3.157 | clientIP - 10.0.3.157 | URL : http://apis.mdnius.com/api/v1/public/getSlots | POST | Request : {"date":"2021-06-28","clinicId":"609be7f8f132c1001fb007c4"}
2021-06-15 20:43:14 | /errorHandler.js(30) | guf5PCMcsHgLbma0cRwKnkKRpkuywNFc | [info] | IP - 10.0.4.121 | clientIP - 10.0.4.121 | URL : http://apis.mdnius.com/api/v1/public/getSlots | POST | Request : {"date":"2021-06-17","clinicId":"609be7f8f132c1001fb007c4"}
2021-06-15 20:43:15 | /errorHandler.js(30) | nPX0xpkKAB8ahn96ITsQ5jTYHfuiU7jg | [info] | IP - 10.0.3.157 | clientIP - 10.0.3.157 | URL : http://apis.mdnius.com/api/v1/public/getSlots | POST | Request : {"date":"2021-07-04","clinicId":"609be7f8f132c1001fb007c4"}
2021-06-15 20:43:15 | /errorHandler.js(30) | nPX0xpkKAB8ahn96ITsQ5jTYHfuiU7jg | [info] | IP - 10.0.4.135 | clientIP - 10.0.4.135 | URL : http://apis.mdnius.com/api/v1/public/getSlots | POST | Request : {"date":"2021-06-25","clinicId":"609be7f8f132c1001fb007c4"}
2021-06-15 20:43:16 | /errorHandler.js(30) | CBcqYK7aPOApLOpKsRZ4Fa9ddY3E3tGh | [info] | IP - ::ffff:10.0.3.157 | clientIP - ::ffff:10.0.3.157 | URL : http://10.0.3.210:2001/health | GET | Request : {}
2021-06-15 20:43:21 | /errorHandler.js(30) | m8UTWQBZzVtuPxXOEILavQkeHDOSaM8O | [info] | IP - 10.0.4.135 | clientIP - 10.0.4.135 | URL : http://apis.mdnius.com/api/v1/public/getSlots | POST | Request : {"date":"2021-07-08","clinicId":"609be7f8f132c1001fb007c4"}
2021-06-15 20:43:21 | /errorHandler.js(30) | lCgg8S9HklFQRpV737cNYuu17P2aonx1 | [info] | IP - 10.0.4.135 | clientIP - 10.0.4.135 | URL : http://apis.mdnius.com/api/v1/public/getSlots | POST | Request : {"date":"2021-07-07","clinicId":"609be7f8f132c1001fb007c4"}
2021-06-15 20:43:24 | /errorHandler.js(30) | Ci9Am6PleI9Z1Y7lrXlv6A6Dig0uzIxJ | [info] | IP - 10.0.4.121 | clientIP - 10.0.4.121 | URL : http://apis.mdnius.com/api/v1/public/getSlots | POST | Request : {"date":"2021-06-18","clinicId":"609be7f8f132c1001fb007c4"}
2021-06-15 20:43:24 | /errorHandler.js(30) | 5h6XZHNE2MvE2WEbzMdXNRD3YQdRURGR | [info] | IP - ::ffff:10.0.3.157 | clientIP - ::ffff:10.0.3.157 | URL : http://10.0.3.210:2001/health | GET | Request : {}
2021-06-15 20:43:26 | /errorHandler.js(30) | uWeUKl5WNah4vzWUNjLWqx6p0PEsH1pV | [info] | IP - 10.0.4.121 | clientIP - 10.0.4.121 | URL : http://apis.mdnius.com/api/v1/public/getSlots | POST | Request : {"date":"2021-07-07","clinicId":"609be7f8f132c1001fb007c4"}
2021-06-15 20:43:27 | /errorHandler.js(30) | uWeUKl5WNah4vzWUNjLWqx6p0PEsH1pV | [info] | IP - 10.0.4.135 | clientIP - 10.0.4.135 | URL : http://apis.mdnius.com/api/v1/public/getSlots | POST | Request : {"date":"2021-06-28","clinicId":"609be7f8f132c1001fb007c4"}
2021-06-15 20:43:28 | /errorHandler.js(30) | vNwGOa9u05Mr4ER3gq3fq46cZHvS1z6B | [info] | IP - 10.0.4.121 | clientIP - 10.0.4.121 | URL : http://apis.mdnius.com/api/v1/public/getSlots | POST | Request : {"date":"2021-06-15","clinicId":"609be7f8f132c1001fb007c4"}
2021-06-15 20:43:30 | /errorHandler.js(30) | AcwJmxPUHkNLvhWqMqgjw36qeptoRwU4 | [info] | IP - 10.0.4.135 | clientIP - 10.0.4.135 | URL : http://apis.mdnius.com/api/v1/public/getSlots | POST | Request : {"date":"2021-06-30","clinicId":"609be7f8f132c1001fb007c4"}
2021-06-15 20:43:32 | /errorHandler.js(30) | fgxuc0DYdd2nVxrNSg5rNtOQ37ej37DZ | [info] | IP - 10.0.4.121 | clientIP - 10.0.4.121 | URL : http://apis.mdnius.com/api/v1/public/getSlots | POST | Request : {"date":"2021-06-26","clinicId":"609be7f8f132c1001fb007c4"}
2021-06-15 20:43:34 | /errorHandler.js(30) | H0X3pNGYMJ0ggdwoeQZBW0kVLUEGLZX9 | [info] | IP - 10.0.4.121 | clientIP - 10.0.4.121 | URL : http://apis.mdnius.com/api/v1/public/getSlots | POST | Request : {"date":"2021-07-10","clinicId":"609be7f8f132c1001fb007c4"}
2021-06-15 20:43:34 | /errorHandler.js(30) | bkvflIYP9JxQZ5DFMP1Mf4CF7A8s7KJM | [info] | IP - 10.0.3.157 | clientIP - 10.0.3.157 | URL : http://apis.mdnius.com/api/v1/public/getSlots | POST | Request : {"date":"2021-06-28","clinicId":"609be7f8f132c1001fb007c4"}
2021-06-15 20:43:36 | /errorHandler.js(30) | e34xCrekVNlLF334GTnCknRDUw1Cu2vm | [info] | IP - ::ffff:10.0.3.157 | clientIP - ::ffff:10.0.3.157 | URL : http://10.0.3.210:2001/health | GET | Request : {}
2021-06-15 20:43:36 | /errorHandler.js(30) | e34xCrekVNlLF334GTnCknRDUw1Cu2vm | [info] | IP - 10.0.4.121 | clientIP - 10.0.4.121 | URL : http://apis.mdnius.com/api/v1/public/getSlots | POST | Request : {"date":"2021-06-16","clinicId":"609be7f8f132c1001fb007c4"}
2021-06-15 20:43:37 | /errorHandler.js(30) | 2bAuLctYTtma3ZU4nwMF4HcvwXgS8ZS8 | [info] | IP - 10.0.4.135 | clientIP - 10.0.4.135 | URL : http://apis.mdnius.com/api/v1/public/getSlots | POST | Request : {"date":"2021-07-07","clinicId":"609be7f8f132c1001fb007c4"}
2021-06-15 20:43:39 | /errorHandler.js(30) | 37YiSiyDGDSxuEpqfU0fjxE0Xpp2SL74 | [info] | IP - 10.0.3.157 | clientIP - 10.0.3.157 | URL : http://apis.mdnius.com/api/v1/public/getSlots | POST | Request : {"date":"2021-06-27","clinicId":"609be7f8f132c1001fb007c4"}
2021-06-15 20:43:42 | /errorHandler.js(30) | yUjx9kfNj4xWOxMTfEC3ndBdQOmb19fS | [info] | IP - 10.0.3.157 | clientIP - 10.0.3.157 | URL : http://apis.mdnius.com/api/v1/public/getSlots | POST | Request : {"date":"2021-06-25","clinicId":"609be7f8f132c1001fb007c4"}
2021-06-15 20:43:43 | /errorHandler.js(30) | Z02Ky95dORiFgAjIgGIKPAvkDIGvvHqU | [info] | IP - 10.0.4.121 | clientIP - 10.0.4.121 | URL : http://apis.mdnius.com/api/v1/public/getSlots | POST | Request : {"date":"2021-07-08","clinicId":"609be7f8f132c1001fb007c4"}
2021-06-15 20:43:43 | /errorHandler.js(30) | Z02Ky95dORiFgAjIgGIKPAvkDIGvvHqU | [info] | IP - 10.0.4.121 | clientIP - 10.0.4.121 | URL : http://apis.mdnius.com/api/v1/public/getSlots | POST | Request : {"date":"2021-06-22","clinicId":"609be7f8f132c1001fb007c4"}
2021-06-15 20:43:44 | /errorHandler.js(30) | lAJeyEyyoovLyDhJiruaiCV54Xyaddij | [info] | IP - ::ffff:10.0.3.157 | clientIP - ::ffff:10.0.3.157 | URL : http://10.0.3.210:2001/health | GET | Request : {}
2021-06-15 20:43:46 | /errorHandler.js(30) | qYxYXUoCoGW8bjGioKykT3RcJ6BqTEWz | [info] | IP - 10.0.4.121 | clientIP - 10.0.4.121 | URL : http://apis.mdnius.com/api/v1/public/getSlots | POST | Request : {"date":"2021-06-20","clinicId":"609be7f8f132c1001fb007c4"}
2021-06-15 20:43:47 | /errorHandler.js(30) | c9jjgguPT74WMLQGnlcw9260rwFl9h8i | [info] | IP - 10.0.4.121 | clientIP - 10.0.4.121 | URL : http://apis.mdnius.com/api/v1/public/getSlots | POST | Request : {"date":"2021-07-14","clinicId":"609be7f8f132c1001fb007c4"}
2021-06-15 20:43:49 | /errorHandler.js(30) | 65g6IfwXMrGyaFYzcNfVyIW6ohGcP2v1 | [info] | IP - 10.0.4.135 | clientIP - 10.0.4.135 | URL : http://apis.mdnius.com/api/v1/public/getSlots | POST | Request : {"date":"2021-06-15","clinicId":"609be7f8f132c1001fb007c4"}
2021-06-15 20:43:50 | /errorHandler.js(30) | GFLfqn2IXRgrgCmyxmKAyo2fjJYtVOsN | [info] | IP - 10.0.3.157 | clientIP - 10.0.3.157 | URL : http://apis.mdnius.com/api/v1/public/getSlots | POST | Request : {"date":"2021-06-28","clinicId":"609be7f8f132c1001fb007c4"}
2021-06-15 20:43:51 | /errorHandler.js(30) | av4l0coA6HBLuwDn7eWo0pAXbkg8uq0q | [info] | IP - 10.0.3.157 | clientIP - 10.0.3.157 | URL : http://apis.mdnius.com/api/v1/public/getSlots | POST | Request : {"date":"2021-06-22","clinicId":"609be7f8f132c1001fb007c4"}
2021-06-15 20:43:51 | /errorHandler.js(30) | av4l0coA6HBLuwDn7eWo0pAXbkg8uq0q | [info] | IP - 10.0.4.135 | clientIP - 10.0.4.135 | URL : http://apis.mdnius.com/api/v1/public/getSlots | POST | Request : {"date":"2021-06-26","clinicId":"609be7f8f132c1001fb007c4"}
2021-06-15 20:43:52 | /errorHandler.js(30) | dLC1A1EJg0DXZW5zIfcbaxs9owQIBT09 | [info] | IP - 10.0.4.121 | clientIP - 10.0.4.121 | URL : http://apis.mdnius.com/api/v1/public/getSlots | POST | Request : {"date":"2021-06-15","clinicId":"609be7f8f132c1001fb007c4"}
2021-06-15 20:43:54 | /errorHandler.js(30) | 9qDM5WjXfpCQml7qzzmzCfYONpQWV5lP | [info] | IP - 10.0.3.157 | clientIP - 10.0.3.157 | URL : http://apis.mdnius.com/api/v1/public/getSlots | POST | Request : {"date":"2021-07-25","clinicId":"609be7f8f132c1001fb007c4"}
2021-06-15 20:43:55 | /errorHandler.js(30) | PFADnmiKL4qiOjHp9PKOJmDU404aGrCJ | [info] | IP - 10.0.4.135 | clientIP - 10.0.4.135 | URL : http://apis.mdnius.com/api/v1/public/getSlots | POST | Request : {"date":"2021-06-24","clinicId":"609be7f8f132c1001fb007c4"}
2021-06-15 20:43:55 | /errorHandler.js(30) | cdPqsSc5oXpck77823RGorKOmWokz3O6 | [info] | IP - 10.0.3.157 | clientIP - 10.0.3.157 | URL : http://apis.mdnius.com/api/v1/public/getSlots | POST | Request : {"date":"2021-06-16","clinicId":"609be7f8f132c1001fb007c4"}
2021-06-15 20:43:56 | /errorHandler.js(30) | yKCDEeN1bpghDkOyBeyvRYmU3WH2Tt5J | [info] | IP - ::ffff:10.0.3.157 | clientIP - ::ffff:10.0.3.157 | URL : http://10.0.3.210:2001/health | GET | Request : {}
2021-06-15 20:43:56 | /errorHandler.js(30) | WmmKuul1IwEB2815xvhN66U7U7nocqQI | [info] | IP - 10.0.4.121 | clientIP - 10.0.4.121 | URL : http://apis.mdnius.com/api/v1/public/getSlots | POST | Request : {"date":"2021-06-22","clinicId":"609be7f8f132c1001fb007c4"}
2021-06-15 20:43:57 | /errorHandler.js(30) | MjasRmXx2lqe7tLgfAjJ4CGvSiHBc8F5 | [info] | IP - 10.0.4.121 | clientIP - 10.0.4.121 | URL : http://apis.mdnius.com/api/v1/public/getSlots | POST | Request : {"date":"2021-06-25","clinicId":"609be7f8f132c1001fb007c4"}
2021-06-15 20:43:59 | /errorHandler.js(30) | pesFljaKoL23RN2XBWmuK8bOZukO30he | [info] | IP - 10.0.4.121 | clientIP - 10.0.4.121 | URL : http://apis.mdnius.com/api/v1/public/getSlots | POST | Request : {"date":"2021-06-30","clinicId":"609be7f8f132c1001fb007c4"}
2021-06-15 20:44:01 | /errorHandler.js(30) | YoNS2xtoY3T3VzObOT8WRyGhzMjxQ28E | [info] | IP - 10.0.3.157 | clientIP - 10.0.3.157 | URL : http://apis.mdnius.com/api/v1/public/getSlots | POST | Request : {"date":"2021-06-24","clinicId":"609be7f8f132c1001fb007c4"}
2021-06-15 20:44:02 | /errorHandler.js(30) | bz9ryzX2e95b3Y3KLxWxC0vJfoRDiZjd | [info] | IP - 10.0.4.121 | clientIP - 10.0.4.121 | URL : http://apis.mdnius.com/api/v1/public/addPatient | POST | Request : {"date":"2021-07-07","firstName":"Ghanshyam ","lastName":"Dass","ohip":"1221399312NW","mobileNumber":"4168935375","clinicId":"609be7f8f132c1001fb007c4","slot":{"timeSlotStart":"2:00 PM","timeSlotEnd":"2:30 PM"},"screeningResult":"low","dob":"1943-10-10","gender":"Male","email":"dassandassociates@hotmail.com","assessbydoctor":"Pending","callback":"Pending","checkout":"Pending","results":"Pending","address":"27 strathdale rd brampton ont","postalcode":"L6P2x5","reasonCode":"Dose 1","referenceOutbreakNumber":"000000000000","age":77,"location":"Embassy Grand Vaccination","status":1,"createdAt":"2021-06-15 20:44:02","updatedAt":"2021-06-15 20:44:02","bookedDateTime":1625666400000,"bookingDate":"2021-06-16","_id":"60c94952e5d1c2001f632c08","clinicEmailId":"clinic@gmail.com","clinicPhoneNumber":"9053667374","clinicAddress":"8800 The Gore Road","clinicCity":"Brampton","bookingId":"60c94952e5d1c2001f632c08","appoinmentModifyLink":"https://booking.mdnius.com/embassygrandvaccination/schedule/60c94952e5d1c2001f632c08","smsMessage":"Please note, you have read and CONFIRMED the ELIGIBILITY CRITERIA at the time of booking.  After review the clinic may refuse your vaccination if you do not meet that criteria.\n\nPlease read below on information about your appointment and instructions on how to RESCHEDULE or CANCEL too allows others to book. \n\nPlease make sure to arrive 5 minutes prior to your scheduled appointment. Bring your OHIP card (Ontario Health Insurance Plan), if you have one. Keep our community safe by wearing a face mask and practice social distancing.\n\nFeeling unwell or have any concerns about your HEALTH?\nBook a FREE virtual appointment with a FAMILY DOCTOR, available in a language of your choice.\nCall 416-463-6487.\n\nOr\n\nDownload the free MDnius app . Please see the link below:\nAndroid: https://goo.gl/0SARXp\niPhone: https://goo.gl/jr0hNh","messageType":"CONFIRMATION_MESSAGE","iphone":"","android":"","emailMessage":"Please make sure to arrive 5 minutes prior to your scheduled appointment. We have very large volumes, please expect some minor delays.  Bring your OHIP card (Ontario Health Insurance Plan), if you have one. Keep our community safe by wearing a face mask and practice social distancing.\n\nFeeling unwell or have any concerns about your HEALTH?\nBook a FREE virtual appointment with a FAMILY DOCTOR, available in a language of your choice.\nCall 416-463-6487.\n\nOr\n\nDownload the free MDnius app . Please see the link below:\nAndroid: https://goo.gl/0SARXp\niPhone: https://goo.gl/jr0hNh"}
2021-06-15 20:44:03 | /errorHandler.js(30) | 5MmU8zGXalRqyMdpqRLUBcvxZslcqXwF | [info] | IP - 10.0.4.135 | clientIP - 10.0.4.135 | URL : http://apis.mdnius.com/api/v1/public/getSlots | POST | Request : {"date":"2021-06-21","clinicId":"609be7f8f132c1001fb007c4"}
2021-06-15 20:44:04 | /errorHandler.js(30) | VTliMhK6FPudsaYRRRRG1fGoGgs8LADG | [info] | IP - 10.0.4.121 | clientIP - 10.0.4.121 | URL : http://apis.mdnius.com/api/v1/public/getSlots | POST | Request : {"date":"2021-06-29","clinicId":"609be7f8f132c1001fb007c4"}
2021-06-15 20:44:04 | /errorHandler.js(30) | 6oU8C4fy2b5HN8eJ6rD6EZzwPtJOE8se | [info] | IP - ::ffff:10.0.3.157 | clientIP - ::ffff:10.0.3.157 | URL : http://10.0.3.210:2001/health | GET | Request : {}
2021-06-15 20:44:06 | /errorHandler.js(30) | CiCfrxcIpVNeMqJ5LkME5aKib13QMbO9 | [info] | IP - 10.0.4.121 | clientIP - 10.0.4.121 | URL : http://apis.mdnius.com/api/v1/public/getSlots | POST | Request : {"date":"2021-06-17","clinicId":"609be7f8f132c1001fb007c4"}
2021-06-15 20:44:08 | /errorHandler.js(30) | yC0LvGis87ZY5WK8XDQ86E3THp2SlSsx | [info] | IP - 10.0.4.135 | clientIP - 10.0.4.135 | URL : http://apis.mdnius.com/api/v1/public/getSlots | POST | Request : {"date":"2021-06-27","clinicId":"609be7f8f132c1001fb007c4"}
2021-06-15 20:44:08 | /errorHandler.js(30) | VV8l2mor3ebtu8tgifUOm1zVh1dINUnv | [info] | IP - 10.0.4.121 | clientIP - 10.0.4.121 | URL : http://apis.mdnius.com/api/v1/public/getSlots | POST | Request : {"date":"2021-06-19","clinicId":"609be7f8f132c1001fb007c4"}
2021-06-15 20:44:09 | /errorHandler.js(30) | FYKXdPxBo0eHxjA3DE7mcjFN8WeaCawg | [info] | IP - 10.0.4.121 | clientIP - 10.0.4.121 | URL : http://apis.mdnius.com/api/v1/public/getSlots | POST | Request : {"date":"2021-06-28","clinicId":"609be7f8f132c1001fb007c4"}
